Country Name,Country Code,Series Name,Series Code,2019
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.05000019
Sao Tome and Principe,STP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sao Tome and Principe,STP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Sao Tome and Principe,STP,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,95
Sao Tome and Principe,STP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
Sao Tome and Principe,STP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Sao Tome and Principe,STP,"International tourism, number of arrivals",ST.INT.ARVL,..
Sao Tome and Principe,STP,"International tourism, number of departures",ST.INT.DPRT,..
Saudi Arabia,SAU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.79999924
Saudi Arabia,SAU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.410000086
Saudi Arabia,SAU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.79000092
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.130000114
Saudi Arabia,SAU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Saudi Arabia,SAU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Saudi Arabia,SAU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Saudi Arabia,SAU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Saudi Arabia,SAU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Saudi Arabia,SAU,"International tourism, number of arrivals",ST.INT.ARVL,20292000
Saudi Arabia,SAU,"International tourism, number of departures",ST.INT.DPRT,27196000
Senegal,SEN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,13.11999989
Senegal,SEN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.10000038
Senegal,SEN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,56.77999878
Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.46999979
Senegal,SEN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Senegal,SEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
Senegal,SEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,93
Senegal,SEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93
Senegal,SEN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Senegal,SEN,"International tourism, number of arrivals",ST.INT.ARVL,..
Senegal,SEN,"International tourism, number of departures",ST.INT.DPRT,..
Serbia,SRB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.43000031
Serbia,SRB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,15.60999966
Serbia,SRB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,56.95999908
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.39999962
Serbia,SRB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Serbia,SRB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,87
Serbia,SRB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,94
Serbia,SRB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97
Serbia,SRB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Serbia,SRB,"International tourism, number of arrivals",ST.INT.ARVL,1847000
Serbia,SRB,"International tourism, number of departures",ST.INT.DPRT,..
Seychelles,SYC,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Seychelles,SYC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Seychelles,SYC,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Seychelles,SYC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Seychelles,SYC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Seychelles,SYC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Seychelles,SYC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Seychelles,SYC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Seychelles,SYC,"International tourism, number of arrivals",ST.INT.ARVL,428000
Seychelles,SYC,"International tourism, number of departures",ST.INT.DPRT,76000
Sierra Leone,SLE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,6.760000229
Sierra Leone,SLE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,54.49000168
Sierra Leone,SLE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,38.75999832
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.360000134
Sierra Leone,SLE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sierra Leone,SLE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93
Sierra Leone,SLE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,95
Sierra Leone,SLE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
Sierra Leone,SLE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Sierra Leone,SLE,"International tourism, number of arrivals",ST.INT.ARVL,71000
Sierra Leone,SLE,"International tourism, number of departures",ST.INT.DPRT,122000
Singapore,SGP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.55000019
Singapore,SGP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,0.029999999
Singapore,SGP,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,84.41000366
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.099999905
Singapore,SGP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Singapore,SGP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Singapore,SGP,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,96
Singapore,SGP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Singapore,SGP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Singapore,SGP,"International tourism, number of arrivals",ST.INT.ARVL,19116000
Singapore,SGP,"International tourism, number of departures",ST.INT.DPRT,10711000
Sint Maarten (Dutch part),SXM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Sint Maarten (Dutch part),SXM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Sint Maarten (Dutch part),SXM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Sint Maarten (Dutch part),SXM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sint Maarten (Dutch part),SXM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Sint Maarten (Dutch part),SXM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Sint Maarten (Dutch part),SXM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Sint Maarten (Dutch part),SXM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Sint Maarten (Dutch part),SXM,"International tourism, number of arrivals",ST.INT.ARVL,1952000
Sint Maarten (Dutch part),SXM,"International tourism, number of departures",ST.INT.DPRT,..
Slovak Republic,SVK,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,36.09000015
Slovak Republic,SVK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.789999962
Slovak Republic,SVK,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,61.11999893
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.75
Slovak Republic,SVK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Slovak Republic,SVK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
Slovak Republic,SVK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Slovak Republic,SVK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97
Slovak Republic,SVK,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Slovak Republic,SVK,"International tourism, number of arrivals",ST.INT.ARVL,..
Slovak Republic,SVK,"International tourism, number of departures",ST.INT.DPRT,5214000
Slovenia,SVN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,34.09999847
Slovenia,SVN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.28000021
Slovenia,SVN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,61.61000061
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.449999809
Slovenia,SVN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Slovenia,SVN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94
Slovenia,SVN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Slovenia,SVN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
Slovenia,SVN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Slovenia,SVN,"International tourism, number of arrivals",ST.INT.ARVL,4702000
Slovenia,SVN,"International tourism, number of departures",ST.INT.DPRT,6049000
Solomon Islands,SLB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,12.13000011
Solomon Islands,SLB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,37.25999832
Solomon Islands,SLB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,50.61000061
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.600000024
Solomon Islands,SLB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Solomon Islands,SLB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,81
Solomon Islands,SLB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,94
Solomon Islands,SLB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94
Solomon Islands,SLB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Solomon Islands,SLB,"International tourism, number of arrivals",ST.INT.ARVL,28899.99962
Solomon Islands,SLB,"International tourism, number of departures",ST.INT.DPRT,..
Somalia,SOM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,2.410000086
Somalia,SOM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,80.27999878
Somalia,SOM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,17.30999947
Somalia,SOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.78999996
Somalia,SOM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Somalia,SOM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,46
Somalia,SOM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,42
Somalia,SOM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,42
Somalia,SOM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Somalia,SOM,"International tourism, number of arrivals",ST.INT.ARVL,..
Somalia,SOM,"International tourism, number of departures",ST.INT.DPRT,..
South Africa,ZAF,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.30999947
South Africa,ZAF,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,5.28000021
South Africa,ZAF,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.41000366
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,28.46999931
South Africa,ZAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
South Africa,ZAF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,72
South Africa,ZAF,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,77
South Africa,ZAF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,77
South Africa,ZAF,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
South Africa,ZAF,"International tourism, number of arrivals",ST.INT.ARVL,14797000
South Africa,ZAF,"International tourism, number of departures",ST.INT.DPRT,..
South Sudan,SSD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.38999939
South Sudan,SSD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,60.38000107
South Sudan,SSD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,23.22999954
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.01000023
South Sudan,SSD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
South Sudan,SSD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,49
South Sudan,SSD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,49
South Sudan,SSD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,49
South Sudan,SSD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
South Sudan,SSD,"International tourism, number of arrivals",ST.INT.ARVL,..
South Sudan,SSD,"International tourism, number of departures",ST.INT.DPRT,..
Spain,ESP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.43000031
Spain,ESP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.03000021
Spain,ESP,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.54000092
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.10000038
Spain,ESP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Spain,ESP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98
Spain,ESP,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,96
Spain,ESP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Spain,ESP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Spain,ESP,"International tourism, number of arrivals",ST.INT.ARVL,126170000
Spain,ESP,"International tourism, number of departures",ST.INT.DPRT,22816000
Sri Lanka,LKA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.87000084
Sri Lanka,LKA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,24.97999954
Sri Lanka,LKA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.15000153
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.269999981
Sri Lanka,LKA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sri Lanka,LKA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Sri Lanka,LKA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Sri Lanka,LKA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Sri Lanka,LKA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Sri Lanka,LKA,"International tourism, number of arrivals",ST.INT.ARVL,2027000
Sri Lanka,LKA,"International tourism, number of departures",ST.INT.DPRT,1441000
St. Kitts and Nevis,KNA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
St. Kitts and Nevis,KNA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
St. Kitts and Nevis,KNA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
St. Kitts and Nevis,KNA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
St. Kitts and Nevis,KNA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
St. Kitts and Nevis,KNA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
St. Kitts and Nevis,KNA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
St. Kitts and Nevis,KNA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
St. Kitts and Nevis,KNA,"International tourism, number of arrivals",ST.INT.ARVL,1107000
St. Kitts and Nevis,KNA,"International tourism, number of departures",ST.INT.DPRT,..
St. Lucia,LCA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.68999958
St. Lucia,LCA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,9.970000267
St. Lucia,LCA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.33999634
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.59000015
St. Lucia,LCA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
St. Lucia,LCA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
St. Lucia,LCA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,92
St. Lucia,LCA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92
St. Lucia,LCA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
St. Lucia,LCA,"International tourism, number of arrivals",ST.INT.ARVL,1220000
St. Lucia,LCA,"International tourism, number of departures",ST.INT.DPRT,..
St. Martin (French part),MAF,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
St. Martin (French part),MAF,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
St. Martin (French part),MAF,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
St. Martin (French part),MAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
St. Martin (French part),MAF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
St. Martin (French part),MAF,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
St. Martin (French part),MAF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
St. Martin (French part),MAF,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
St. Martin (French part),MAF,"International tourism, number of arrivals",ST.INT.ARVL,..
St. Martin (French part),MAF,"International tourism, number of departures",ST.INT.DPRT,..
St. Vincent and the Grenadines,VCT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.87999916
St. Vincent and the Grenadines,VCT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,10.07999992
St. Vincent and the Grenadines,VCT,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.04000092
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.62000084
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
St. Vincent and the Grenadines,VCT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
St. Vincent and the Grenadines,VCT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
St. Vincent and the Grenadines,VCT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97
St. Vincent and the Grenadines,VCT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
St. Vincent and the Grenadines,VCT,"International tourism, number of arrivals",ST.INT.ARVL,392000
St. Vincent and the Grenadines,VCT,"International tourism, number of departures",ST.INT.DPRT,..
Sudan,SDN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.81999969
Sudan,SDN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,38.36999893
Sudan,SDN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,44.81000137
Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.76000023
Sudan,SDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sudan,SDN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
Sudan,SDN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,93
Sudan,SDN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93
Sudan,SDN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Sudan,SDN,"International tourism, number of arrivals",ST.INT.ARVL,..
Sudan,SDN,"International tourism, number of departures",ST.INT.DPRT,..
Suriname,SUR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.32999992
Suriname,SUR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,8.079999924
Suriname,SUR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,67.58999634
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.940000057
Suriname,SUR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Suriname,SUR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,64
Suriname,SUR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,77
Suriname,SUR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,77
Suriname,SUR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Suriname,SUR,"International tourism, number of arrivals",ST.INT.ARVL,..
Suriname,SUR,"International tourism, number of departures",ST.INT.DPRT,..
Sweden,SWE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.42000008
Sweden,SWE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.690000057
Sweden,SWE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,79.88999939
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.829999924
Sweden,SWE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Sweden,SWE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Sweden,SWE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Sweden,SWE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98
Sweden,SWE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Sweden,SWE,"International tourism, number of arrivals",ST.INT.ARVL,7616000
Sweden,SWE,"International tourism, number of departures",ST.INT.DPRT,19061000
Switzerland,CHE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.34000015
Switzerland,CHE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.589999914
Switzerland,CHE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.06999969
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.389999866
Switzerland,CHE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Switzerland,CHE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Switzerland,CHE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,69
Switzerland,CHE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Switzerland,CHE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Switzerland,CHE,"International tourism, number of arrivals",ST.INT.ARVL,11818000
Switzerland,CHE,"International tourism, number of departures",ST.INT.DPRT,19797000
Syrian Arab Republic,SYR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.19000053
Syrian Arab Republic,SYR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,10.13000011
Syrian Arab Republic,SYR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,66.69000244
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.159999847
Syrian Arab Republic,SYR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Syrian Arab Republic,SYR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,59
Syrian Arab Republic,SYR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,54
Syrian Arab Republic,SYR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,54
Syrian Arab Republic,SYR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Syrian Arab Republic,SYR,"International tourism, number of arrivals",ST.INT.ARVL,2424000
Syrian Arab Republic,SYR,"International tourism, number of departures",ST.INT.DPRT,..
Tajikistan,TJK,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.78999996
Tajikistan,TJK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,44.72000122
Tajikistan,TJK,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,39.49000168
Tajikistan,TJK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.659999847
Tajikistan,TJK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,26.3
Tajikistan,TJK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98
Tajikistan,TJK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Tajikistan,TJK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97
Tajikistan,TJK,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Tajikistan,TJK,"International tourism, number of arrivals",ST.INT.ARVL,..
Tajikistan,TJK,"International tourism, number of departures",ST.INT.DPRT,..
Tanzania,TZA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,6.46999979
Tanzania,TZA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,65.08999634
Tanzania,TZA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,28.44000053
