Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Congo, Dem. Rep.",COD,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
"Congo, Dem. Rep.",COD,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
"Congo, Dem. Rep.",COD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,6.603340149,..,..,..,..
"Congo, Dem. Rep.",COD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.278,41.732,41.183,..,..
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.112,6.017,5.919,..,..
"Congo, Dem. Rep.",COD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,9.590000153,9.659999847,9.739999771,9.840000153,..
"Congo, Dem. Rep.",COD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,24.61000061,24.95999908,25.45000076,25.86000061,..
"Congo, Dem. Rep.",COD,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,80.30999756,79.98000336,79.16999817,79.48000336,..
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.349999905,4.260000229,4.179999828,4.130000114,4.550000191
"Congo, Rep.",COG,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
"Congo, Rep.",COG,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
"Congo, Rep.",COG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,12.66687965,..,..,..
"Congo, Rep.",COG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.933,33.378,32.862,..,..
"Congo, Rep.",COG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.536,4.482,4.428,..,..
"Congo, Rep.",COG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.47999954,22.19000053,21.80999947,21.46999931,..
"Congo, Rep.",COG,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,43.29999924,43.74000168,44.45999908,44.99000168,..
"Congo, Rep.",COG,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
"Congo, Rep.",COG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,78.19000244,78.48000336,78.65000153,78.36000061,..
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.850000381,9.75,9.659999847,9.600000381,10.27000046
Costa Rica,CRI,"School enrollment, primary (% net)",SE.PRM.NENR,98.18412,96.34224,97.33255,..,..
Costa Rica,CRI,"School enrollment, secondary (% net)",SE.SEC.NENR,82.5849,81.86735,82.44799,..,..
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,53.63869858,55.74573898,55.20793915,57.67481995,..
Costa Rica,CRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.512,14.246,13.971,..,..
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.789,1.772,1.754,..,..
Costa Rica,CRI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.61000061,18.45000076,19.67000008,18.79999924,..
Costa Rica,CRI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,69.18000031,68.97000122,67.93000031,69.22000122,..
Costa Rica,CRI,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,23.56999969,24.34000015,25.70000076,27.77000046,..
Costa Rica,CRI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,23.44000053,24.30999947,25.12999916,26.63999939,..
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.600000381,8.140000343,9.630000114,11.48999977,17.07999992
Cote d'Ivoire,CIV,"School enrollment, primary (% net)",SE.PRM.NENR,83.16992,85.57232,90.32837,..,..
Cote d'Ivoire,CIV,"School enrollment, secondary (% net)",SE.SEC.NENR,34.6828,37.99436,40.19814,..,..
Cote d'Ivoire,CIV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,8.949250221,9.341369629,..,..,..
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.225,35.993,35.74,..,..
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.759,4.704,4.649,..,..
Cote d'Ivoire,CIV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,12.26000023,12.52000046,12.72999954,12.85999966,..
Cote d'Ivoire,CIV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,45,45.59000015,46.25999832,46.99000168,..
Cote d'Ivoire,CIV,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,25.42000008,22.98999977,..,..,..
Cote d'Ivoire,CIV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,74.98000336,73.40000153,72.25,70.93000031,..
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.599999905,3.269999981,3.210000038,3.170000076,3.5
Croatia,HRV,"School enrollment, primary (% net)",SE.PRM.NENR,87.6378,88.0407,..,..,..
Croatia,HRV,"School enrollment, secondary (% net)",SE.SEC.NENR,91.87656,92.39267,..,..,..
Croatia,HRV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,66.53237915,67.86556244,67.65422821,..,..
Croatia,HRV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9,8.9,9,..,..
Croatia,HRV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.42,1.42,1.47,..,..
Croatia,HRV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.96999931,26.42000008,27.42000008,27.67000008,..
Croatia,HRV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,65.41999817,66.61000061,66.33999634,66.13999939,..
Croatia,HRV,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,24.19000053,23.25,25.5,26.09000015,..
Croatia,HRV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,13.90999985,12.36999989,12.07999992,12.35000038,..
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.10000038,11.21000004,8.430000305,6.619999886,7.199999809
Cuba,CUB,"School enrollment, primary (% net)",SE.PRM.NENR,94.46077,95.57823,97.73994,..,..
Cuba,CUB,"School enrollment, secondary (% net)",SE.SEC.NENR,84.18424,84.18099,84.18162,..,..
Cuba,CUB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,34.03981018,39.91313934,41.37902069,..,..
Cuba,CUB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.611,10.386,10.166,..,..
Cuba,CUB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.656,1.637,1.618,..,..
Cuba,CUB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.07999992,17.03000069,17.12000084,17.11000061,..
Cuba,CUB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,64.59999847,64.98000336,65.19000244,65.48999786,..
Cuba,CUB,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Cuba,CUB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,25.60000038,26.89999962,27.29000092,27.73999977,..
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2,1.700000048,1.700000048,1.669999957,3.869999886
Curacao,CUW,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
Curacao,CUW,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Curacao,CUW,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Curacao,CUW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,9.7,10.8,..,..
Curacao,CUW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.7,1.5,1.7,..,..
Curacao,CUW,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Curacao,CUW,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Curacao,CUW,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,21.88999939,..,..
Curacao,CUW,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Cyprus,CYP,"School enrollment, primary (% net)",SE.PRM.NENR,96.72966,97.49342,..,..,..
Cyprus,CYP,"School enrollment, secondary (% net)",SE.SEC.NENR,94.09316,95.337,..,..,..
Cyprus,CYP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,67.17111206,75.94081116,81.33708191,..,..
Cyprus,CYP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.852,10.668,10.462,..,..
Cyprus,CYP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.345,1.337,1.329,..,..
Cyprus,CYP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.04999924,17.04999924,16.65999985,18.44000053,..
Cyprus,CYP,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,79.30999756,80.43000031,81.16999817,79.16000366,..
Cyprus,CYP,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,31.05999947,29.71999931,28.84000015,31.04000092,..
Cyprus,CYP,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,14.27999973,13.18999958,13.27999973,13.64999962,..
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.94999981,11.05000019,8.369999886,7.070000172,7.210000038
Czech Republic,CZE,"School enrollment, primary (% net)",SE.PRM.NENR,88.79724,89.3503,..,..,..
Czech Republic,CZE,"School enrollment, secondary (% net)",SE.SEC.NENR,91.00416,90.51857,..,..,..
Czech Republic,CZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,63.7481308,64.07868958,63.76876831,..,..
Czech Republic,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7,10.8,10.7,..,..
Czech Republic,CZE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.63,1.69,1.71,..,..
Czech Republic,CZE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,38.06999969,38.06000137,37.5,37.25,..
Czech Republic,CZE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,59.02999878,59.13999939,59.70000076,60.09000015,..
Czech Republic,CZE,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,25.69000053,28.19000053,28.20000076,28.37000084,..
Czech Republic,CZE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.15999985,17.12000084,16.94000053,16.79999924,..
Czech Republic,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.950000048,2.890000105,2.24000001,2.00999999,2.940000057
Denmark,DNK,"School enrollment, primary (% net)",SE.PRM.NENR,98.69361,98.53748,..,..,..
Denmark,DNK,"School enrollment, secondary (% net)",SE.SEC.NENR,89.88581,90.92146,..,..,..
Denmark,DNK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,81.05674744,80.6160202,81.18334961,..,..
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.8,10.6,10.6,..,..
Denmark,DNK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.79,1.75,1.73,..,..
Denmark,DNK,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.04999924,18.94000053,18.90999985,18.54999924,..
Denmark,DNK,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,78.62000275,78.94999695,78.90000153,79.23000336,..
Denmark,DNK,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,44.27000046,43.50999832,42.58000183,44.29999924,..
Denmark,DNK,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,8.789999962,8.340000153,8.140000343,8.340000153,..
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.989999771,5.829999924,5.130000114,5.019999981,5.659999847
Djibouti,DJI,"School enrollment, primary (% net)",SE.PRM.NENR,57.24558,59.96016,61.80335,66.48037,..
Djibouti,DJI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Djibouti,DJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.432,21.944,21.466,..,..
Djibouti,DJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.846,2.785,2.728,..,..
Djibouti,DJI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,13.35000038,13.39999962,13.42000008,13.43999958,..
Djibouti,DJI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,59.36000061,60.15000153,61.11000061,62,..
Djibouti,DJI,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Djibouti,DJI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,36.56000137,36,35.20000076,34.45000076,..
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.31000042,11.18000031,11.06000042,10.97000027,11.56999969
Dominica,DMA,"School enrollment, primary (% net)",SE.PRM.NENR,95.42178,..,..,..,..
Dominica,DMA,"School enrollment, secondary (% net)",SE.SEC.NENR,87.73568,..,..,..,..
Dominica,DMA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..
Dominica,DMA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
Dominica,DMA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Dominica,DMA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Dominica,DMA,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Dominica,DMA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Dominican Republic,DOM,"School enrollment, primary (% net)",SE.PRM.NENR,93.32844,92.87434,92.71356,..,..
Dominican Republic,DOM,"School enrollment, secondary (% net)",SE.SEC.NENR,68.88978,70.27235,70.60614,..,..
Dominican Republic,DOM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,54.49900055,59.91558838,..,..,..
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.07,19.799,19.506,..,..
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.387,2.367,2.346,..,..
Dominican Republic,DOM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.01000023,19.43000031,19.59000015,18.81999969,..
Dominican Republic,DOM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.05999756,71,71.08000183,72.40000153,..
Dominican Republic,DOM,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,26.29999924,26.59000015,26.75,27.94000053,..
Dominican Republic,DOM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,43.06999969,43.97000122,43.36999893,41.77000046,..
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.28000021,5.829999924,5.860000134,6.360000134,8.899999619
Ecuador,ECU,"School enrollment, primary (% net)",SE.PRM.NENR,91.66046,91.64154,90.94167,..,..
Ecuador,ECU,"School enrollment, secondary (% net)",SE.SEC.NENR,85.92267,85.3386,84.67039,..,..
Ecuador,ECU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.205,19.968,19.719,..,..
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.475,2.451,2.427,..,..
Ecuador,ECU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.62999916,18.54999924,18.53000069,17.20999908,..
Ecuador,ECU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,54.43000031,53.75,52.65000153,53.04000092,..
Ecuador,ECU,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,32.79999924,34.20000076,32.38000107,35.56999969,..
Ecuador,ECU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,48.52999878,49.29000092,49.90999985,51.22999954,..
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.599999905,3.839999914,3.529999971,3.809999943,6.230000019
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% net)",SE.PRM.NENR,97.45606,97.02531,97.03257,..,..
"Egypt, Arab Rep.",EGY,"School enrollment, secondary (% net)",SE.SEC.NENR,80.74153,81.65996,82.77635,..,..
"Egypt, Arab Rep.",EGY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,33.85890961,35.16452026,..,..,..
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.677,27.05,26.379,..,..
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.41,3.37,3.326,..,..
"Egypt, Arab Rep.",EGY,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.5,26.55999947,26.87000084,26.94000053,..
"Egypt, Arab Rep.",EGY,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,48.91999817,48.38999939,51.47000122,52.43999863,..
"Egypt, Arab Rep.",EGY,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,13.73999977,..,..,..
"Egypt, Arab Rep.",EGY,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,30.13999939,31.90999985,31.22999954,30.43000031,..
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.40999985,11.73999977,9.819999695,9.729999542,10.44999981
El Salvador,SLV,"School enrollment, primary (% net)",SE.PRM.NENR,84.4549,80.23355,80.99537,..,..
El Salvador,SLV,"School enrollment, secondary (% net)",SE.SEC.NENR,63.97324,60.18056,61.83092,..,..
El Salvador,SLV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,27.91809082,28.58629036,29.37192917,..,..
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.587,18.429,18.253,..,..
El Salvador,SLV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.079,2.059,2.039,..,..
El Salvador,SLV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.10000038,21.88999939,22.20000076,22.51000023,..
El Salvador,SLV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,60.22000122,59.54000092,61.09000015,61.20000076,..
El Salvador,SLV,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,22.89999962,23.02000046,22.93000031,21.52000046,..
El Salvador,SLV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,40.00999832,40.24000168,38.84999847,39.13000107,..
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.420000076,4.389999866,4.010000229,3.960000038,6.980000019
Equatorial Guinea,GNQ,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
Equatorial Guinea,GNQ,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Equatorial Guinea,GNQ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.234,33.725,33.241,..,..
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.686,4.599,4.513,..,..
Equatorial Guinea,GNQ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.81999969,21.10000038,20.36000061,19.35000038,..
Equatorial Guinea,GNQ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,39.31999969,39.70000076,40.49000168,41.13999939,..
Equatorial Guinea,GNQ,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,84.27999878,84.91999817,86,88.41000366,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.239999771,8.130000114,8.029999733,7.949999809,9.149999619
Eritrea,ERI,"School enrollment, primary (% net)",SE.PRM.NENR,..,51.75237,51.45515,..,..
Eritrea,ERI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,40.69051,41.57501,..,..
Eritrea,ERI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,3.362560034,..,..,..,..
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.521,30.898,30.302,..,..
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.164,4.112,4.056,..,..
Eritrea,ERI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,7.429999828,7.349999905,7.320000172,7.289999962,..
Eritrea,ERI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,27.90999985,27.75,28.92000008,29.59000015,..
Eritrea,ERI,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Eritrea,ERI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,86.55000305,86.94000244,86.33999634,86.19999695,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.599999905,6.5,6.409999847,6.340000153,7.440000057
Estonia,EST,"School enrollment, primary (% net)",SE.PRM.NENR,93.48397,93.68129,..,..,..
Estonia,EST,"School enrollment, secondary (% net)",SE.SEC.NENR,94.2014,94.36474,..,..,..
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,71.39044952,69.63503265,70.36543274,..,..
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7,10.5,10.9,..,..
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.6,1.59,1.67,..,..
Estonia,EST,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,29.71999931,29.95999908,29.64999962,28.70000076,..
Estonia,EST,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,66.37999725,66.51000214,67.05999756,68.12999725,..
Estonia,EST,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,25.77000046,26.09000015,29,29.55999947,..
Estonia,EST,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,9.569999695,10.19999981,10.71000004,10.98999977,..
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.760000229,5.760000229,5.369999886,4.449999809,6.460000038
Eswatini,SWZ,"School enrollment, primary (% net)",SE.PRM.NENR,84.2526,82.52357,..,..,..
Eswatini,SWZ,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Eswatini,SWZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Eswatini,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.176,26.773,26.342,..,..
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.041,3.018,2.99,..,..
Eswatini,SWZ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.53000069,24.12000084,23.72999954,23.38999939,..
Eswatini,SWZ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,62.27000046,63.02999878,63.77000046,64.45999908,..
Eswatini,SWZ,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,18.37000084,..,..,..,..
Eswatini,SWZ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,35.27000046,35.18000031,35.11999893,35.04999924,..
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.71999931,22.54000092,22.37000084,22.23999977,23.39999962
Ethiopia,ETH,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
Ethiopia,ETH,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.207,32.775,32.339,..,..
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.456,4.35,4.247,..,..
Ethiopia,ETH,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,8.960000038,9.119999886,9.220000267,9.319999695,..
Ethiopia,ETH,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,22.39999962,22.98999977,23.47999954,24.04999924,..
Ethiopia,ETH,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Ethiopia,ETH,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,86.01000214,85.33999634,84.69000244,84.15000153,..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.170000076,2.119999886,2.069999933,2.039999962,2.789999962
Faroe Islands,FRO,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
Faroe Islands,FRO,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Faroe Islands,FRO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.6,13.1,13.4,..,..
Faroe Islands,FRO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.6,2.5,2.5,..,..
Faroe Islands,FRO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
